# RESULT,dataset,|T|,#FD,#minKeys,strategy,keyQ(answered-as-key),totalQ,ms,correct
# strategy -> paper name: topdown_dfs=LW-TD, topdown_bfs=LW-TB, bottomup_dfs=LW-BD, bottomup_bfs=LW-BB,
#   dualize=DA-BD (= dualize bottomup dfs), dualize_bottomup_bfs=DA-BB, dualize_topdown_dfs=DA-TD, dualize_topdown_bfs=DA-TB
# baselines for weather/ncvoter cited from the paper (all locally rerun baselines matched it exactly except echo)
# BORDER lines at the end give |K| (minimal keys), |K^-1| (maximal anti-keys) and the two DA question bounds
RESULT,lineitem,16,901,390,topdown_dfs,404,11986,307775,true
RESULT,lineitem,16,901,390,topdown_bfs,52765,53036,273924,true
RESULT,lineitem,16,901,390,bottomup_dfs,24209,24492,110439,true
RESULT,lineitem,16,901,390,bottomup_bfs,390,13161,15959,true
RESULT,weather,18,2955,523,dualize,1026,2404,117095,true
RESULT,ncvoter,19,271,113,dualize,199,509,280,true
RESULT,weather,,,,topdown_dfs,TIMEOUT,TIMEOUT,>1800s,
RESULT,weather,18,2955,523,topdown_dfs,,105868,cited-Table5,
RESULT,weather,18,2955,523,topdown_bfs,,140602,cited-Table5,
RESULT,weather,18,2955,523,bottomup_dfs,,115871,cited-Table5,
RESULT,weather,18,2955,523,bottomup_bfs,,122295,cited-Table5,
RESULT,ncvoter,19,271,113,topdown_dfs,,232701,cited-Table5,
RESULT,ncvoter,19,271,113,topdown_bfs,,252281,cited-Table5,
RESULT,ncvoter,19,271,113,bottomup_dfs,,249060,cited-Table5,
RESULT,ncvoter,19,271,113,bottomup_bfs,,272163,cited-Table5,
RESULT,abalone,9,54,29,dualize_bottomup_bfs,53,162,53,true
RESULT,abalone,9,54,29,dualize_topdown_dfs,85,170,37,true
RESULT,abalone,9,54,29,dualize_topdown_bfs,89,155,16,true
RESULT,routes,9,15,2,dualize_bottomup_bfs,5,33,6,true
RESULT,routes,9,15,2,dualize_topdown_dfs,12,21,5,true
RESULT,routes,9,15,2,dualize_topdown_bfs,13,20,3,true
RESULT,breast,11,43,2,dualize_bottomup_bfs,5,51,7,true
RESULT,breast,11,43,2,dualize_topdown_dfs,13,24,6,true
RESULT,breast,11,43,2,dualize_topdown_bfs,13,22,10,true
RESULT,echo,13,91,39,dualize_bottomup_bfs,94,186,13,true
RESULT,echo,13,91,39,dualize_topdown_dfs,254,294,74,true
RESULT,echo,13,91,39,dualize_topdown_bfs,293,334,26,true
RESULT,bridges,13,67,3,dualize_bottomup_bfs,5,27,2,true
RESULT,bridges,13,67,3,dualize_topdown_dfs,35,41,6,true
RESULT,bridges,13,67,3,dualize_topdown_bfs,35,41,6,true
RESULT,claims,13,17,1,dualize_bottomup_bfs,1,14,5,true
RESULT,claims,13,17,1,dualize_topdown_dfs,13,14,5,true
RESULT,claims,13,17,1,dualize_topdown_bfs,13,14,5,true
RESULT,pdbx,13,37,11,dualize_bottomup_bfs,18,72,8,true
RESULT,pdbx,13,37,11,dualize_topdown_dfs,82,97,11,true
RESULT,pdbx,13,37,11,dualize_topdown_bfs,86,99,10,true
RESULT,adult,15,68,2,dualize_bottomup_bfs,5,112,10,true
RESULT,adult,15,68,2,dualize_topdown_dfs,11,31,8,true
RESULT,adult,15,68,2,dualize_topdown_bfs,11,27,7,true
RESULT,hospital,15,42,12,dualize_bottomup_bfs,20,75,7,true
RESULT,hospital,15,42,12,dualize_topdown_dfs,130,142,11,true
RESULT,hospital,15,42,12,dualize_topdown_bfs,130,143,10,true
RESULT,lineitem,16,901,390,dualize_bottomup_bfs,739,2216,2101,true
RESULT,lineitem,16,901,390,dualize_topdown_dfs,1913,2660,166250,true
RESULT,lineitem,16,901,390,dualize_topdown_bfs,2412,3121,5251,true
RESULT,weather,18,2955,523,dualize_bottomup_bfs,943,2803,3882,true
RESULT,weather,18,2955,523,dualize_topdown_dfs,2629,3357,1788584,true
RESULT,weather,18,2955,523,dualize_topdown_bfs,3462,4077,44240,true
RESULT,ncvoter,19,271,113,dualize_bottomup_bfs,184,539,81,true
RESULT,ncvoter,19,271,113,dualize_topdown_dfs,1029,1169,13750,true
RESULT,ncvoter,19,271,113,dualize_topdown_bfs,1266,1403,2378,true

# BORDER,dataset,|T|,#minKeys,#maxAntiKeys,bound_bottomup=|K|+(|T|+1)*|K^-1|,bound_topdown=|K^-1|+(|T|+1)*|K|
BORDER,abalone,9,29,30,329,320
BORDER,routes,9,2,4,42,24
BORDER,breast,11,2,5,62,29
BORDER,echo,13,39,14,235,560
BORDER,bridges,13,3,2,31,44
BORDER,claims,13,1,1,15,15
BORDER,pdbx,13,11,5,81,159
BORDER,adult,15,2,10,162,42
BORDER,hospital,15,12,4,76,196
BORDER,lineitem,16,390,271,4997,6901
BORDER,weather,18,523,230,4893,10167
BORDER,ncvoter,19,113,42,953,2302
